true_sentiment,ticker,paraphrased_array
Positive,AUDUSD,. auca : room for gains should market confidence stab develop increase further. ocb..
Neutral,USDJPY,. japan's top fx diplomat kanda and boj must take seamless response to market..
Positive,AUDUSD,. idsd is near two day high above 06700 in high. with and weaker..
Neutral,AUDUSD,. pboc cuts banks'' reserve requirement ratio by 25 bps.
Neutral,GBPUSD,..e survey uk public inflation expectations for next year fall to 39 in february.
Positive,EURCHF,. franc's depreciation potential is limited by bankmerz..
Neutral,GBPUSD,. gbtvd trims a part of its intraday gains holds up above n00 amid weaker..
Negative,USDJPY,. usdj found room for further losses near term. u..
Negative,USDJPY,..jpy.s off daily low keeps the red above p00 in bank crisis..
Neutral,GBPUSD,..pud bounces off the 200 hour ma and retests the 100 hour..
Negative,AUDUSD,..dusd retreats from nearly twoweek high to below 0600 in risk off..
Negative,USDJPY,..jpi tumbles to test 13200 as us results..
Positive,GBPUSD,. gbxd iadies near 1210. on track to post daily..
Neutral,USDJPY,..j. runs up to test the falling 100 hour ma. key target..
Negative,USDJPY,..x today yen gains in rough waters ahead of fed snb boe and pm..
Negative,USDJPY,. usdjpy moves closer to the low from..
Neutral,EURUSD,..rusd trades between targets after the 50 bp..
Neutral,AUDUSD,"...d higher on the day, but...."
Positive,GBPUSD,. gbpusd buyers are making a play above the 100 hour moving..
Neutral,EURUSD,..diad sailed in an up and down day.
Negative,EURUSD,..rusd moves lower on banking concerns..
Positive,EURUSD,. eurusd extending higher into the close for the week.
Positive,AUDUSD,. audusd price analysis'eye a break into the 067s.
Positive,GBPUSD,. gbpusd pops in the open to test 122..
Positive,AUDUSD,..u's other australian banks are unquestionably..
Positive,AUDUSD,. aucord grinds higher than 06700 on credit suisse news comments from rba's kent fed..
Neutral,USDJPY,..jpy falls off from 1310 level after some joint effort from global central banks on liquid..
Neutral,USDJPY,. boj board sees the need to maintain easy..
Positive,GBPUSD,. gbfod eyes upside above 12200 as risk on mood solidifies on credit suisse buyout.
Positive,AUDUSD,. audusd price analysis bulls making their case for 0675..
Neutral,AUDUSD,. the people national bank of china has set the 1year loan prime rate at 365 vs 365 a month..
Positive,USDJPY,..jb tracks firmer yields around 13250 as boj defends easy policy central banks eye liquidity in..
Neutral,USDJPY,". ""'s matsuno country's financial system is stable as a whole."
Neutral,GBPUSD,. gbpusd price analysis bulls step back from highday performance hurdle at 12210.
Negative,AUDUSD,. audusd retraces early asian gains falling back below the p700..
Negative,USDJPY,. usdjpy price analysis looks set for further downside below 131..
Negative,GBPUSD,. thefod struggles to recapture p00 as investors turn anxious ahead of fedboe..
Neutral,EURUSD,. forex today markets remain cautious to start allimutiant fed week.
Positive,EURCHF,. eu eurof franc to weaken loans against the eurozone bankmerz..
Negative,EURUSD,. eusad to move lower toward copenhagen over the next months. dans dans..
Negative,AUDUSD,. aubate expected to remain below the 068 mark over the coming months. dans dans..
Positive,EURUSD,. ecbs kazaks ecb isn't done on rate hikes if the baseline holds up.
Neutral,EURUSD,. eurusd keeps the consolidative phase in place. u..
Negative,USDJPY,. usdj began to plummet toward the 125 level. dans dans bank.
Positive,GBPUSD,. gbpusd further gains in the pipeline above nn km u..
Negative,EURUSD,..rusd tolters near the 10700 region ahead of lagard..
Positive,AUDUSD,. aucord further north now targets 06780 u..
Positive,USDJPY,..jpy recovers a few pips from over a onemonth low finds some support near mid1300..
Negative,GBPUSD,. monetary policy remains a burdening factor for gbp. bankbz..
Positive,GBPUSD,. gbpusd sticks to modest gains around 9200 mark just below multiweek..
Negative,USDJPY,. dollar losses might start to emerge towards the back of the week...
Negative,EURCHF,. borchf to move slightly lower on the back of fundamentals and retighting financial conditions in dans dans bank.
Negative,EURUSD,..s bundes bank german economy to contract again in q..
Negative,AUDUSD,. idusd is down at 06700. usd selling lends some..
Positive,GBPUSD,. gbpusd looks to have a good chance of holding and extending gains over scotia..
Negative,USDJPY,. usdj reports further losses seen below 1310. u..
Positive,EURUSD,. eurusd price analysis extra gains could see 10760 retest..
Positive,GBPUSD,..4d returns to over onemont - peak in mid12200s amid a usd..
Positive,EURUSD,. euread to rally if the fed resigns on wednesday. scotia..
Positive,USDJPY,..jpy price analysis recovers a major part of early lost ground to over a one month..
Negative,EURUSD,". "" an unlikely 50 bps hike would be very bullish for the dollar..."
Positive,EURUSD,. lagarde speech inflation is projected to remain too high for too long.
Positive,EURCHF,..rchf climbs to multiday highs past 0990..
Neutral,GBPUSD,. gbp resilience could be tested but fundamentals better than they were. muf..
Neutral,EURUSD,. lagarde speech without tensions would have indicated further hikes would be needed.
Positive,EURUSD,. eurusd rises on ecb speakers sentiment on lagarde's..
Positive,EURUSD,. eustrad moves to a new session high and above a swing..
Neutral,EURUSD,of lagarde speech eurozone banks exposure to credit suisse is in € millions not..
Neutral,AUDUSD,. idd ofcillates at around the 20day ema on riskon mood rba minutes..
Positive,GBPUSD,. gbpusd price analysis bulls move towards bear -..
Neutral,EURUSD,..x today currencies respond to improvement in market sentiment fed takes a stage.
Neutral,EURUSD,. eurust juggles above x00 upside looks solid as uncertainty for fed policy deepens.
Positive,AUDUSD,. audsd floats near twoweek high at 06700 as fears of banking collapse ease rba minutes..
Neutral,USDJPY,..j reported dropped to 13150 mark as focus shift to upcoming fomc..
Positive,EURUSD,. ecbs holzmann what we are concerned with is fighting..
Positive,USDJPY,..jpy moves back to the upside. yields move higher and supports the..
Positive,GBPUSD,..zd breaks higher and trades at the highest level in over a month.
Positive,GBPUSD,. new highs for the gbpus..
Negative,GBPUSD,).bs bank - near 000 amid banking crisis boe response and brexit..
Neutral,AUDUSD,.. are the rba minutes and how would they affect auds?.
Positive,AUDUSD,..dsd iss off its 100 hour moving average today and extends over an old swing..
Positive,AUDUSD,..a further monetary policy tightening is expected to be required to bring inflation down.
Negative,USDJPY,..jpy price analysis bears with a break of 131..
Negative,AUDUSD,..dsd drops to near 0600 on lesshawkish rba..
Neutral,EURUSD,. eurusd price analysis pair reisits descending trendline at 1070 level before fomc..
Negative,GBPUSD,. gbpusd price analysis bears step in to test bulls at key..
Negative,AUDUSD,. audusd price analysis snaps three day uptrend as 21ema prods bulls near 0670..
Neutral,EURUSD,. eurusd continues to triplecillate above p00 as investors prepare for fed..
Neutral,USDJPY,. usdjpy shows resilience around 13100 mark as market awaitings fed's next move.
Negative,GBPUSD,. gbpad corrects to near 12250 as usd index attempts recovery fed policy..
Positive,EURCHF,. euscf price analysis at 10000 as credit sui credit's big liquidcle continues to weigh on swiss fran..
Neutral,EURUSD,..b kazaks uncertainty in financial markets is high but eu banks are well capitalized.
Negative,AUDUSD,. audsd shifts below 06700 as rba minutes remain less hawkish ; policy hogs limelight.
Neutral,EURUSD,. eurusd price analysis bulls take a breather but 10660 holds gate for sellers on entry.
Negative,EURUSD,..s de cos market expectations of a 325 rate peak cannot be valid..
Neutral,EURUSD,. eurusd now seen navigating within 1060010000. u..
Positive,USDJPY,. djpy price analysis weekly resistance line prods rebound from five week low near 131..
Neutral,GBPUSD,. gbpusd now looks at 124000 u..
Neutral,USDJPY,. usdjpy next support of note comes at 12880. u..
Positive,EURUSD,. eurusd restoring some calm to the at1 bond market a necessary condition to keep euro eu...
Negative,GBPUSD,. gbpusd is skewed to the side of morgan..
Negative,GBPUSD,..ord recovers from sweek high slides below mid120s amid modest usd..
Positive,EURUSD,. eurusd extends the uptrend to the march top at 107..
Neutral,USDJPY,..jpy steadily climbs to 13230 area amid positive.. that seems..
Negative,EURUSD,s german zew economic sentiment index falls to 130 in march vs 164..
Negative,AUDUSD,. audisd sticks to dovish rba minutesinspired losses well offered below 06700..
Positive,GBPUSD,. gbpusd scope for more gains towards the 125 area on a break above 123. scotia..
Positive,EURUSD,. eurusd overcoming the1 to negate a possible head and shoulders injury pro..
Positive,GBPUSD,. gbpusd break above 1227012300 to clear the way toward december peak near 12401 soc..
Neutral,EURCHF,. eurchf failure to cross 1001010040 resistance zone would mean failure in consolidation. soc..
Negative,EURUSD,. eurusd a 50 bps increase by the fed andor upward revision of the dots to smother bull the argument. soc..
Neutral,GBPUSD,. gbpusd price analysis keeps the red around mid12200s downside remains cushion..
Neutral,AUDUSD,. adisd consolidation pattern. traders eyes are on a..
Neutral,USDJPY,..jpy price analysis flirts with 50 fibo level below mid13200s amid risk on..
Positive,EURUSD,. eurusd price analysis next on the upside comes the 10804 level.
Neutral,USDJPY,..jp technical analysis : key performance amid resistance and rising yields.
Positive,EURUSD,"..aad's bull s momentum continues, bounces off high from yesterday."
Neutral,GBPUSD,..pusd approaching key support level : analyzing factors and future scenarios.
Positive,EURUSD,. eurusd climbs above n00 on riskon mood soft us..
Positive,GBPUSD,..pad price analysis bulls are in the market and eye a bullish..
Positive,USDJPY,..jp price analysis bulls are up to test key resistance near 13260 50 revsion and support..
Negative,EURUSD,. forex today market sentiment improves ahead of the fed dx resist..
Neutral,AUDUSD,. audusd struggles to cappass 06670 as investors turn anxious ahead of fed..
Neutral,GBPUSD,..pat resists to bears above p00 uk inflation brexit vote and fed..
Positive,EURUSD,) srusd price analysis upside seems solid despite fed prepared to raise amid banking..
Neutral,USDJPY,. usdjpy finds stability near 13250 as market eagerly awaits the fed's decision.
Positive,USDJPY,. japan's matsuno will allocate more than 2 trillion yen to cushion damage to economy from rising..
Negative,EURCHF,. eurchf price analysis drops to below 1000 % with eyes on 0990..
Neutral,USDJPY,". "" - finance minister japans financial system is.."
Positive,GBPUSD,". gbpusd price analysis, back above the 12200 mark supported by 50dm.."
Negative,EURUSD,. eurusd aptly portrays prefed anxiety below 10800 ecb's lagarde eyed..
Neutral,AUDUSD,. idd price analysis bulls and bears battle out out ahead of..
Neutral,USDJPY,"of "" economy minister goto 2tln yen of reserves to fund price covid measures."
Positive,USDJPY,..jpy price analysis bulls attack 50dma resistance around mid13200s.
Neutral,USDJPY,..'s suzuki important for forex to move stably reflecting fundamental..
Neutral,AUDUSD,. audd remainss under 06700 mark as anticipation mounts for fed..
Neutral,EURUSD,..rusd price analysis monthly curve teases momentum traders near 10780 ahead of..
Neutral,USDJPY,..jpy wavers around 13250 mark as market braces for fed..
Neutral,EURUSD,.. to's nagel there's still some way to go but we are approaching it..
Neutral,GBPUSD,.. is the uk inflation data and how would it affect gbpa?.
Positive,AUDUSD,. audd rebounds to 06700 as yields fall on us dollar ahead of..
Neutral,GBPUSD,.. uk annualized cpi inflation falls to 104 in february vs 98..
Positive,EURUSD,. eurusd sustained gains likely above x00 u..
Positive,GBPUSD,. gbpusd jumps up to mid12200s. times day high on stronger uk cpi..
Neutral,GBPUSD,. gbpusd diminishing bets for a move to 1240. u..
Neutral,AUDUSD,". audud further, loses traction. u.."
Neutral,USDJPY,. usdjpy now seems to have moved into a consolidation phase with u..
Neutral,USDJPY,.. jpy consolidates around mid13200s just below the high ahead of the..
Neutral,EURUSD,. lagarde is neither committed to raise more nor are we finished with hiking..
Positive,EURUSD,. eurusd scope for a break above 10800 in the near term as long as sentiment continues to stabilis increase...
Positive,EURUSD,.. rallyd extends the rally and flirts with wr00 ahead of..
Positive,GBPUSD,. gbpusd price analysis builds on uk cpiinst rally climbs to 12300 ahead of fom..
Negative,GBPUSD,. sterling to suffer losses if the boe stands up. bankmerz..
Positive,EURUSD,. eurusd break above 10806 should see the rally gain more momentum. credit sui..
Positive,AUDUSD,..disd sticks to gains around 06700 mark traders will. await fomc..
Positive,GBPUSD,. gbpusd clear move above 12380 to target 125 and potentially a move on to 128130 range. scotia bank.
Positive,EURUSD,. eurusd is aiming for a retest of the 100 zone. scotia..
Neutral,EURUSD,. federal reserve interest rate decision preview dot plot has market..
Negative,USDJPY,. usdjpy will eventually retest the 1275323 ytd lows to credit sui..
Positive,EURUSD,. if the fed fails to surprise the euro will rise further than soc..
Neutral,USDJPY,..jpy technical analysis : key levels in play as markets await fomc decision.
Positive,EURUSD,. eurusd price analysis a close above 10800 opens the door to further..
